blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,blueKd/a,redKd/a,blueFirstTowerLane_['BOT_LANE'],blueFirstTowerLane_['MID_LANE'],blueFirstTowerLane_['TOP_LANE'],blueFirstTowerLane_[],blueDragnoType_['AIR_DRAGON'],blueDragnoType_['EARTH_DRAGON'],blueDragnoType_['FIRE_DRAGON'],blueDragnoType_['WATER_DRAGON'],blueDragnoType_[],redDragnoType_['AIR_DRAGON'],redDragnoType_['EARTH_DRAGON'],redDragnoType_['FIRE_DRAGON'],redDragnoType_['WATER_DRAGON'],redDragnoType_[],redFirstTowerLane_['BOT_LANE'],redFirstTowerLane_['MID_LANE'],redFirstTowerLane_['TOP_LANE'],redFirstTowerLane_[],blueWins
16386,3426,36,7.2,224,65,0,5,3,6,33,5,0,0,0,0,0,0,0,1,1,1,15084,2934,34,6.8,226,64,0,3,5,3,23,5,0,0,0,0,0,0,0,0,0,0,3.6666666666666665,1.2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
14574,2434,34,6.8,200,42,0,3,11,4,16,3,0,0,0,0,0,0,0,0,0,0,19356,3936,37,7.4,257,55,0,11,3,8,16,3,0,0,0,0,0,0,0,1,1,0,0.6363636363636364,6.333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
16536,1396,35,7.0,250,42,0,5,3,4,16,2,0,0,0,0,0,0,0,0,0,0,15617,4117,35,7.0,218,57,0,3,5,6,18,3,0,0,0,0,0,0,0,1,1,0,3.0,1.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
16885,3385,34,6.8,221,48,0,7,4,11,22,12,0,0,0,0,0,0,0,1,1,0,15564,2554,33,6.6,235,40,0,4,7,7,29,11,0,0,0,0,0,0,0,0,0,0,4.5,1.5714285714285714,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
16078,4063,36,7.2,233,51,0,5,11,3,24,2,0,0,0,0,0,0,0,0,0,1,18301,1801,36,7.2,218,48,0,11,5,14,71,3,0,0,0,0,0,0,0,0,0,0,0.7272727272727273,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
15460,4310,37,7.4,258,72,0,1,2,1,46,5,0,0,0,0,0,0,0,0,0,0,15053,2733,35,7.0,263,52,0,2,1,1,18,5,0,0,0,0,0,0,0,0,0,0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
17592,3947,32,6.4,207,36,0,7,9,7,19,1,0,0,1,0,1,0,0,0,0,1,19616,5056,37,7.4,214,60,0,9,7,11,17,6,1,0,1,0,0,1,0,1,1,0,1.5555555555555556,2.857142857142857,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
15908,923,35,7.0,222,64,0,4,8,6,15,4,0,0,0,0,0,0,0,1,1,0,16949,2259,35,7.0,224,42,0,8,4,18,15,5,0,0,0,0,0,0,0,0,0,0,1.25,6.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
17712,3687,35,7.0,213,49,0,8,5,16,19,5,0,0,0,0,0,0,0,0,0,1,16508,3363,34,6.8,214,57,0,5,8,7,25,4,0,0,0,0,0,0,0,0,0,0,4.8,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
15912,2677,33,6.6,205,52,0,5,4,11,36,3,0,0,0,0,0,0,0,1,1,0,15932,2662,36,7.2,260,60,0,4,5,3,40,4,0,0,0,0,0,0,0,0,0,0,4.0,1.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
31340,6115,53,10.6,71,0,0,15,19,30,87,0,0,0,1,1,0,0,0,0,0,0,33337,3727,54,10.8,112,0,0,19,15,53,0,0,1,0,2,2,0,0,0,0,0,0,2.3684210526315788,4.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
20125,2289,38,7.6,222,44,0,16,6,15,21,5,0,0,0,0,0,0,0,0,0,0,15196,1621,33,6.6,218,24,0,6,16,3,14,5,0,0,0,0,0,0,0,0,0,0,5.166666666666667,0.5625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
17279,2277,35,7.0,213,46,0,9,4,9,16,6,0,0,0,0,0,0,0,0,0,1,15146,2361,34,6.8,231,56,0,4,9,2,35,3,0,0,0,0,0,0,0,1,1,0,4.5,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
16164,3724,37,7.4,248,80,0,3,1,5,45,5,0,0,0,0,0,0,0,1,1,1,14619,3144,35,7.0,239,56,0,1,3,1,38,6,0,0,0,0,0,0,0,0,0,0,8.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
20480,8320,40,8.0,9,0,0,12,2,44,10,0,0,0,0,0,0,0,0,0,0,0,25700,1725,42,8.4,139,56,0,2,12,3,9,0,1,0,5,2,2,1,0,0,0,0,28.0,0.4166666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
33567,4032,56,11.2,111,0,0,23,27,74,0,0,0,0,0,0,0,0,0,0,0,0,34839,3549,56,11.2,120,0,0,27,23,66,0,0,1,0,1,1,0,0,0,0,0,0,3.5925925925925926,4.043478260869565,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
13861,2136,33,6.6,232,41,0,1,12,0,38,1,0,0,0,0,0,0,0,0,0,0,18497,2381,38,7.6,207,60,0,12,1,12,38,2,0,0,0,0,0,0,0,0,0,0,0.08333333333333333,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
32681,7898,54,10.8,113,0,0,19,21,45,26,0,1,0,1,1,0,0,0,0,0,0,32067,2977,54,10.8,102,0,0,21,19,64,29,28,0,0,0,0,0,0,0,0,0,0,3.0476190476190474,4.473684210526316,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
16599,1616,33,6.6,188,33,0,8,12,15,21,6,0,0,0,0,0,0,0,0,0,0,18873,2618,34,6.8,232,40,0,12,8,15,25,3,0,0,0,0,0,0,0,0,0,1,1.9166666666666667,3.375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
35493,5125,58,11.6,121,0,0,27,18,66,0,2,1,1,2,2,0,0,1,0,0,0,31885,3115,53,10.6,92,0,0,18,27,43,25,0,0,0,0,0,0,0,0,0,0,0,5.166666666666667,2.259259259259259,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
20830,2240,38,7.6,249,60,0,12,6,12,42,3,1,0,1,0,0,1,0,1,1,0,14648,1888,33,6.6,170,40,0,6,12,6,58,4,0,0,0,0,0,0,0,0,0,0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
14896,3196,33,6.6,210,52,0,3,9,6,17,3,0,0,0,0,0,0,0,0,0,0,17413,3693,36,7.2,218,47,0,9,3,10,15,5,0,0,0,0,0,0,0,1,1,0,1.0,6.333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
16525,1150,33,6.6,230,42,0,4,7,5,12,4,0,0,1,0,1,0,0,0,0,1,18427,5827,34,6.8,244,56,0,7,4,13,26,6,1,0,1,0,0,1,0,1,1,0,1.2857142857142858,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
18084,1084,36,7.2,195,60,0,11,5,14,19,4,0,0,0,0,0,0,0,1,1,0,16462,1902,35,7.0,227,48,0,5,11,7,23,5,0,0,0,0,0,0,0,0,0,0,5.0,1.0909090909090908,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
16007,2467,35,7.0,256,65,0,3,1,3,24,6,0,0,0,0,0,0,0,1,1,0,14565,2365,34,6.8,261,48,0,1,3,2,19,7,0,0,0,0,0,0,0,0,0,0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
16427,3077,36,7.2,197,61,0,8,4,7,18,3,0,0,0,0,0,0,0,0,0,0,16557,4482,36,7.2,261,55,0,4,8,3,35,3,0,0,0,0,0,0,0,0,0,0,3.75,0.875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
14366,3841,34,6.8,241,46,0,1,5,2,18,2,0,0,0,0,0,0,0,0,0,0,16514,3519,35,7.0,238,58,0,5,1,4,22,0,0,0,0,0,0,0,0,0,0,0,0.6,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
16203,2302,34,6.8,220,48,0,6,6,8,16,6,0,0,0,0,0,0,0,0,0,0,16201,656,34,6.8,210,48,0,6,6,8,16,1,0,0,0,0,0,0,0,0,0,0,2.3333333333333335,2.3333333333333335,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
20292,2916,37,7.4,215,64,0,12,8,14,64,3,0,0,0,0,0,0,0,1,1,1,16314,1419,32,6.4,191,32,0,8,12,10,16,4,1,0,1,0,1,0,0,0,0,0,3.25,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
14969,3144,34,6.8,219,42,0,4,4,2,15,2,0,0,0,0,0,0,0,0,0,0,16276,1291,35,7.0,237,60,0,4,4,5,13,4,0,0,0,0,0,0,0,1,1,1,1.5,2.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
16361,719,35,7.0,248,45,0,5,3,4,16,5,0,0,0,0,0,0,0,0,0,1,15054,1659,34,6.8,208,55,0,3,5,2,33,3,0,0,0,0,0,0,0,1,1,0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
19828,3078,36,7.2,260,60,0,9,3,12,23,4,1,0,1,0,1,0,0,1,1,1,15674,3224,35,7.0,254,56,0,3,9,1,15,4,0,0,0,0,0,0,0,0,0,0,7.0,0.4444444444444444,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
14742,4647,33,6.6,195,30,0,4,17,2,9,2,0,0,0,0,0,0,0,0,0,0,19225,3035,38,7.6,208,68,0,17,4,10,13,2,0,0,0,0,0,0,0,1,1,0,0.35294117647058826,6.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
17392,3852,34,6.8,217,43,0,9,7,8,19,1,0,0,0,0,0,0,0,1,1,0,16835,2760,34,6.8,181,56,0,7,9,7,60,2,0,0,0,0,0,0,0,0,0,0,2.4285714285714284,1.5555555555555556,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
16777,3217,34,6.8,231,48,0,5,7,8,27,7,0,0,0,0,0,0,0,1,1,0,17639,3900,36,7.2,226,60,0,7,5,10,22,3,0,0,0,0,0,0,0,0,0,0,1.8571428571428572,3.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
16940,3865,36,7.2,231,58,0,7,4,6,47,7,0,0,0,0,0,0,0,0,0,1,14969,3919,34,6.8,203,60,0,4,7,4,41,2,0,0,0,0,0,0,0,1,1,0,3.25,1.1428571428571428,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
16798,4098,34,6.8,196,44,0,7,10,9,16,3,0,0,0,0,0,0,0,0,0,0,16916,2051,34,6.8,194,40,0,10,7,12,12,4,0,0,0,0,0,0,0,0,0,0,1.6,3.142857142857143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
16866,1141,35,7.0,244,60,0,5,3,9,15,1,0,0,0,0,0,0,0,0,0,0,15137,2737,35,7.0,218,53,0,3,5,4,13,4,0,0,0,0,0,0,0,1,1,1,4.666666666666667,1.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
16392,3142,36,7.2,233,58,0,6,2,8,19,3,0,0,0,0,0,0,0,1,1,1,14535,2590,35,7.0,226,58,0,2,6,2,15,5,0,0,0,0,0,0,0,0,0,0,7.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
16357,2137,36,7.2,218,64,0,6,7,4,16,8,0,0,0,0,0,0,0,0,0,0,18085,3428,37,7.4,247,52,0,7,6,13,21,4,0,0,0,0,0,0,0,0,0,0,1.4285714285714286,3.3333333333333335,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
14578,3148,33,6.6,223,52,0,2,11,3,16,6,0,0,0,0,0,0,0,0,0,0,18957,2577,38,7.6,249,65,0,11,2,9,19,6,0,0,0,0,0,0,0,0,0,0,0.45454545454545453,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
16236,4076,34,6.8,237,36,0,6,7,6,17,5,0,0,0,0,0,0,0,0,0,0,17572,4212,37,7.4,250,60,0,7,6,7,19,4,0,0,0,0,0,0,0,1,1,0,1.7142857142857142,2.3333333333333335,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
15330,3490,32,6.4,183,48,0,5,8,4,16,3,0,0,0,0,0,0,0,0,0,0,16916,2340,33,6.6,186,48,0,8,5,9,24,3,0,0,0,0,0,0,0,1,1,0,1.125,3.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
16765,2500,34,6.8,190,48,0,9,8,12,21,2,0,0,0,0,0,0,0,1,1,0,18215,3624,34,6.8,233,43,0,8,9,13,17,8,0,0,0,0,0,0,0,0,0,0,2.625,2.3333333333333335,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
16950,3450,36,7.2,213,69,0,8,3,11,27,6,0,0,0,0,0,0,0,1,1,0,15349,3599,35,7.0,208,44,0,3,8,3,14,9,0,0,0,0,0,0,0,0,0,0,6.333333333333333,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
31827,4974,54,10.8,114,0,0,19,12,50,96,3,0,0,0,0,0,0,0,0,0,0,30526,2276,52,10.4,120,0,0,12,19,32,17,0,0,0,0,0,0,0,0,0,0,0,5.75,2.3157894736842106,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
16650,2175,36,7.2,247,42,0,7,3,8,19,2,0,0,0,0,0,0,0,0,0,0,14462,2012,33,6.6,201,54,0,3,7,4,15,4,0,0,0,0,0,0,0,0,0,0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
14024,2599,28,5.6,173,40,0,2,10,1,18,4,0,0,0,0,0,0,0,0,0,0,19058,1863,34,6.8,212,43,0,10,2,14,18,7,1,0,1,0,0,1,0,0,0,0,0.3,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
33867,4717,56,11.2,112,0,0,25,18,61,73,0,1,0,1,1,0,0,0,0,0,0,32312,2656,54,10.8,100,0,0,18,25,29,12,0,0,0,1,1,0,0,0,0,0,0,4.777777777777778,1.88,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
16645,4240,36,7.2,201,63,0,8,1,4,18,2,0,0,0,0,0,0,0,0,0,0,12999,2004,33,6.6,192,48,0,1,8,0,11,2,0,0,0,0,0,0,0,1,1,0,12.0,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
34346,7643,57,11.4,117,0,0,26,21,56,16,0,1,0,1,1,0,0,0,0,0,0,31944,3109,54,10.8,114,0,0,21,26,40,0,2,0,0,0,0,0,0,0,0,0,0,3.9047619047619047,2.3461538461538463,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
15350,630,33,6.6,192,36,0,5,10,7,18,3,0,0,0,0,0,0,0,0,0,0,18521,3886,37,7.4,231,44,0,10,5,9,18,5,0,0,0,0,0,0,0,1,1,0,1.2,3.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
29763,3503,53,10.6,185,7,0,19,10,20,19,1,1,0,1,1,0,0,0,0,0,0,24879,2728,51,10.2,149,20,0,10,19,4,12,3,0,0,1,0,1,0,0,0,0,0,3.9,0.7368421052631579,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
15007,2442,33,6.6,206,55,0,3,10,2,13,1,0,0,0,0,0,0,0,0,0,0,18933,3522,38,7.6,222,50,0,10,3,13,63,2,0,0,0,0,0,0,0,0,0,0,0.5,7.666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
16061,2701,36,7.2,217,48,0,5,4,7,25,8,0,0,0,0,0,0,0,1,1,0,17050,2940,36,7.2,251,68,0,4,5,4,28,8,0,0,0,0,0,0,0,0,0,0,3.0,1.6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
14172,1037,31,6.2,207,43,0,3,12,2,16,4,0,0,0,0,0,0,0,0,0,0,19974,3459,36,7.2,221,43,0,12,3,11,19,5,0,0,0,0,0,0,0,0,0,0,0.4166666666666667,7.666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
15789,2109,33,6.6,218,43,0,5,9,6,20,4,0,0,0,0,0,0,0,0,0,0,18481,4916,36,7.2,237,54,0,9,5,12,19,6,0,0,0,0,0,0,0,0,0,0,1.2222222222222223,4.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
17814,2749,35,7.0,225,51,0,9,7,9,19,7,0,0,0,0,0,0,0,0,0,0,16546,2956,34,6.8,205,40,0,7,9,6,19,5,0,0,0,0,0,0,0,0,0,0,2.5714285714285716,1.4444444444444444,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
16024,4489,34,6.8,251,56,0,3,7,4,17,3,0,0,0,0,0,0,0,0,0,0,17330,3505,37,7.4,257,56,0,7,3,2,17,2,0,0,0,0,0,0,0,1,1,1,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
14589,2199,36,7.2,216,44,0,2,6,1,18,3,0,0,0,0,0,0,0,0,0,0,15845,1995,35,7.0,223,38,0,6,2,6,17,4,0,0,0,0,0,0,0,0,0,0,0.5,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
17836,3301,36,7.2,233,70,0,7,4,12,21,3,0,0,0,0,0,0,0,1,1,1,15870,4085,35,7.0,253,55,0,4,7,6,22,9,0,0,0,0,0,0,0,0,0,0,4.75,1.4285714285714286,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
17819,4974,36,7.2,252,54,0,7,2,11,23,7,0,0,0,0,0,0,0,0,0,1,15036,1741,34,6.8,243,42,0,2,7,2,19,1,0,0,0,0,0,0,0,0,0,0,9.0,0.5714285714285714,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
15051,2146,33,6.6,230,53,0,2,10,3,21,1,0,0,0,0,0,0,0,0,0,0,17054,3234,35,7.0,223,47,0,10,2,6,15,3,0,0,0,0,0,0,0,1,1,1,0.5,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
16334,4674,36,7.2,233,52,0,5,1,3,15,2,0,0,0,0,0,0,0,0,0,0,14110,2030,34,6.8,208,64,0,1,5,1,12,2,0,0,0,0,0,0,0,1,1,0,8.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
18029,3154,35,7.0,238,52,0,7,5,9,18,6,0,0,0,0,0,0,0,1,1,0,16552,3752,34,6.8,225,55,0,5,7,6,13,5,0,0,0,0,0,0,0,0,0,1,3.2,1.5714285714285714,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
15729,2229,34,6.8,235,39,0,5,9,3,13,5,0,0,0,0,0,0,0,1,1,0,17534,2784,38,7.6,244,60,0,9,5,7,16,3,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,3.2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
14993,3018,35,7.0,233,36,0,4,6,2,13,3,0,0,0,0,0,0,0,0,0,0,16613,3433,37,7.4,236,76,0,6,4,4,14,2,0,0,0,0,0,0,0,1,1,0,1.0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
20969,3667,34,6.8,205,55,0,9,2,11,20,0,1,1,4,3,0,1,1,0,0,1,11285,2475,21,4.2,99,25,0,2,9,0,9,1,0,0,0,0,0,0,0,0,0,0,10.0,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
13393,3623,34,6.8,209,54,0,0,4,0,17,1,0,0,0,0,0,0,0,0,0,0,16241,5156,36,7.2,235,61,0,4,0,5,17,5,0,0,0,0,0,0,0,1,1,0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
16112,1807,32,6.4,161,28,0,8,11,11,40,7,0,0,0,0,0,0,0,0,0,0,17445,2620,35,7.0,180,44,0,11,8,8,48,2,0,0,0,0,0,0,0,1,1,0,1.7272727272727273,2.375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
31316,3091,54,10.8,86,0,0,20,28,38,0,0,0,0,0,0,0,0,0,0,0,0,34845,7800,58,11.6,120,0,0,28,20,71,0,0,1,0,1,1,0,0,0,0,0,0,2.0714285714285716,4.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
14554,1219,33,6.6,210,49,0,3,9,3,39,4,0,0,0,0,0,0,0,0,0,0,17576,1491,36,7.2,230,40,0,9,3,7,42,5,0,0,0,0,0,0,0,1,1,0,0.6666666666666666,5.333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
13856,1846,33,6.6,189,61,0,1,6,2,18,4,0,0,0,0,0,0,0,0,0,0,18064,1034,37,7.4,256,66,0,6,1,3,28,2,0,0,0,0,0,0,0,1,1,0,0.5,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
