gameId,blueWins,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueFirstTowerLane,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragnoType,blueDragon,blueRiftHeralds,redWins,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redFirstTowerLane,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragnoType,redDragon,redRiftHeralds
4249256369,0,15641,1956,35,7.0,249,52,0,3,7,3,25,6,0,0,[],0,0,0,0,0,0,[],0,0,1,17658,2648,35,7.0,245,67,0,7,3,7,32,4,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,1
4249104905,0,16599,2614,36,7.2,216,52,0,6,9,5,24,3,0,0,[],0,0,0,0,0,0,[],0,0,1,17281,3615,35,7.0,227,60,0,9,6,10,35,2,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,1
4248636927,0,15329,3929,33,6.6,188,48,0,4,10,7,15,3,0,0,[],0,0,0,0,0,0,[],0,1,1,17640,5240,35,7.0,189,48,0,10,4,17,16,4,0,0,[],0,0,0,0,0,1,['EARTH_DRAGON'],1,0
4248434535,0,14909,2774,29,5.8,160,36,0,5,14,7,15,2,0,0,[],0,0,0,0,0,0,[],0,0,1,19627,5667,35,7.0,224,53,0,14,5,19,27,3,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,0
4248008326,1,18539,4464,35,7.0,205,46,0,9,7,6,17,3,1,0,['MID_LANE'],1,1,0,0,0,0,[],0,1,0,16463,3263,35,7.0,212,53,0,7,9,7,31,4,0,0,[],0,0,0,0,0,1,['AIR_DRAGON'],1,0
4247954292,1,18637,2047,36,7.2,234,56,0,10,6,15,21,2,0,0,[],0,0,0,0,0,1,['AIR_DRAGON'],1,0,0,15645,2770,34,6.8,201,42,0,6,10,8,15,4,0,0,[],0,0,0,0,0,0,[],0,0
4238572145,0,14962,3067,32,6.4,219,43,0,4,11,1,21,5,0,0,[],0,0,0,0,0,1,['EARTH_DRAGON'],1,0,1,17809,3679,36,7.2,200,31,0,11,4,20,18,6,0,0,[],0,0,0,0,0,0,[],0,0
4238464652,1,15910,2610,33,6.6,235,40,0,5,4,9,41,4,0,0,[],0,0,0,0,0,0,[],0,0,0,14561,1271,32,6.4,208,42,0,4,5,5,38,4,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,0
4236780134,0,15194,2792,30,6.0,192,36,0,6,9,6,19,0,0,0,[],0,0,0,0,0,0,[],0,0,1,16998,1233,34,6.8,192,58,0,9,6,11,14,5,0,0,[],0,0,0,0,0,1,['AIR_DRAGON'],1,0
4236664529,0,17696,2221,36,7.2,258,48,0,8,6,13,22,4,0,0,[],0,0,0,0,0,0,[],0,0,1,16728,3218,36,7.2,239,60,0,6,8,8,17,2,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,0
4233389509,0,16204,3274,36,7.2,238,45,0,5,6,6,53,1,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,0,1,16757,3817,36,7.2,241,48,0,6,5,10,38,7,0,0,[],0,0,0,0,0,0,[],0,0
4233289885,0,16116,2966,35,7.0,225,53,0,5,4,5,17,2,0,0,[],0,0,0,0,0,0,[],0,0,1,16120,4545,34,6.8,251,62,0,4,5,3,15,3,0,0,[],0,0,0,0,0,1,['EARTH_DRAGON'],1,0
4233325907,0,17046,3266,36,7.2,242,52,0,6,3,3,18,1,0,0,[],0,0,0,0,0,1,['AIR_DRAGON'],1,1,1,15008,1376,35,7.0,226,51,0,3,6,2,58,4,0,0,[],0,0,0,0,0,0,[],0,0
4225282725,0,15950,2435,34,6.8,189,58,0,5,9,5,21,2,0,0,[],0,0,0,0,0,0,[],0,0,1,17037,3877,34,6.8,209,45,0,9,5,13,70,7,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,0
4225127151,0,18084,1084,36,7.2,195,60,0,11,5,14,19,4,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,0,1,16462,1902,35,7.0,227,48,0,5,11,7,23,5,0,0,[],0,0,0,0,0,0,[],0,0
4225123139,1,15026,3101,33,6.6,228,44,0,3,5,4,43,2,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,0,0,16066,4316,37,7.4,239,45,0,5,3,3,38,5,0,0,[],0,0,0,0,0,0,[],0,1
4224974853,1,18638,5868,35,7.0,206,52,0,10,6,7,14,5,1,0,['TOP_LANE'],1,0,1,0,0,1,['AIR_DRAGON'],1,1,0,16431,3606,35,7.0,252,29,0,6,10,7,19,4,0,0,[],0,0,0,0,0,0,[],0,0
4223091744,1,15928,2253,35,7.0,235,64,0,2,6,3,18,8,0,0,[],0,0,0,0,0,1,['AIR_DRAGON'],1,1,0,16506,3066,36,7.2,205,59,0,6,2,6,29,2,0,0,[],0,0,0,0,0,0,[],0,0
4223100562,1,18273,1923,36,7.2,236,52,0,9,2,12,17,2,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,0,0,14043,2238,34,6.8,196,51,0,2,9,2,14,3,0,0,[],0,0,0,0,0,0,[],0,0
4223035351,0,15182,1922,35,7.0,200,52,0,4,7,1,14,2,0,0,[],0,0,0,0,0,0,[],0,0,1,17454,2654,35,7.0,227,52,0,7,4,3,13,2,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,0
4223033564,0,15177,2822,32,6.4,185,44,0,5,10,6,19,2,0,0,[],0,0,0,0,0,1,['EARTH_DRAGON'],1,0,1,17791,3876,36,7.2,225,42,0,10,5,7,24,4,0,0,[],0,0,0,0,0,0,[],0,0
4222992071,0,15113,1963,36,7.2,206,50,0,5,9,3,12,4,0,0,[],0,0,0,0,0,0,[],0,0,1,17418,2058,37,7.4,211,60,0,9,5,7,16,2,0,0,[],0,0,0,0,0,1,['AIR_DRAGON'],1,1
4222919331,0,16346,2801,33,6.6,203,32,0,7,12,11,17,6,0,0,[],0,0,0,0,0,0,[],0,0,1,18626,5056,37,7.4,221,56,0,12,7,11,16,3,0,0,[],0,0,0,0,0,0,[],0,0
4222936846,0,16193,2518,36,7.2,240,45,0,5,9,6,17,11,0,0,[],0,0,0,0,0,1,['EARTH_DRAGON'],1,1,1,17268,2173,34,6.8,229,42,0,9,5,9,20,5,0,0,[],0,0,0,0,0,0,[],0,0
4222973812,0,15087,3242,33,6.6,222,44,0,3,8,3,22,6,0,0,[],0,0,0,0,0,0,[],0,0,1,18499,4919,38,7.6,255,60,0,8,3,9,27,10,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,0
4222900121,0,16382,2632,34,6.8,224,60,0,6,8,4,19,4,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,1,1,17973,5613,35,7.0,241,66,0,8,6,9,19,7,0,0,[],0,0,0,0,0,0,[],0,0
4222845208,0,15724,2524,35,7.0,175,34,0,7,7,8,21,5,0,0,[],0,0,0,0,0,0,[],0,0,1,16725,3230,34,6.8,237,51,0,7,7,5,19,5,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,0
4222730712,1,19926,2886,34,6.8,216,41,0,16,8,20,26,5,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,0,0,16012,1282,29,5.8,189,26,0,8,16,9,15,4,0,0,[],0,0,0,0,0,0,[],0,0
4218598948,0,16087,842,34,6.8,229,51,0,5,7,8,14,3,0,0,[],0,0,0,0,0,0,[],0,0,1,17039,3114,35,7.0,244,37,0,7,5,10,24,3,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,0
4218607661,1,17656,2505,36,7.2,220,56,0,9,6,10,21,3,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,0,0,15964,3474,35,7.0,187,52,0,6,9,5,14,3,0,0,[],0,0,0,0,0,0,[],0,0
4218654547,1,15098,1528,35,7.0,226,44,0,3,4,6,17,6,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,0,0,15634,3329,36,7.2,237,43,0,4,3,3,68,3,0,0,[],0,0,0,0,0,0,[],0,0
4216158081,0,15590,2280,34,6.8,205,54,0,4,11,6,12,2,0,0,[],0,0,0,0,0,0,[],0,0,1,18485,2724,37,7.4,224,48,0,11,4,9,16,3,0,0,[],0,0,0,0,0,1,['AIR_DRAGON'],1,0
4216107587,0,14354,924,31,6.2,146,56,0,4,10,4,15,3,0,0,[],0,0,0,0,0,0,[],0,0,1,18404,4829,35,7.0,208,55,0,10,4,15,61,1,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,0
4216087328,0,10249,2954,16,3.2,59,1,0,3,4,3,7,0,0,0,[],0,0,0,0,0,0,[],0,0,1,19187,5562,34,6.8,235,80,0,4,3,1,8,0,1,1,['MID_LANE'],5,4,0,1,1,0,[],0,1
4214093093,1,17415,1615,35,7.0,244,68,0,5,0,8,16,5,0,0,[],0,0,0,0,0,1,['EARTH_DRAGON'],1,0,0,12659,2934,30,6.0,178,44,0,0,5,0,60,5,0,0,[],0,0,0,0,0,0,[],0,0
4214112051,0,15503,1663,32,6.4,176,22,0,7,15,10,15,5,0,0,[],0,0,0,0,0,0,[],0,0,1,19841,3241,36,7.2,242,47,0,15,7,18,13,5,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,0
4214091432,0,16418,1613,32,6.4,176,40,0,7,18,6,18,4,0,0,[],0,0,0,0,0,0,[],0,0,1,20777,3867,36,7.2,187,38,0,18,7,21,19,1,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,0
4214080373,1,16268,2173,35,7.0,224,55,0,5,7,6,18,4,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,0,0,16916,3291,36,7.2,236,52,0,7,5,8,19,2,0,0,[],0,0,0,0,0,0,[],0,0
4213979417,1,18248,1922,34,6.8,208,38,0,11,8,10,22,9,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,0,0,17053,3903,33,6.6,216,38,0,8,11,10,19,9,0,0,[],0,0,0,0,0,0,[],0,0
4214008272,1,20016,4101,37,7.4,251,57,0,10,3,13,19,8,1,0,['BOT_LANE'],1,0,0,1,0,1,['EARTH_DRAGON'],1,0,0,13892,2452,29,5.8,189,34,0,3,10,2,14,4,0,0,[],0,0,0,0,0,0,[],0,0
4214036139,0,15696,2336,32,6.4,172,30,0,7,17,8,21,3,0,0,[],0,0,0,0,0,0,[],0,0,1,21230,7040,36,7.2,202,42,0,17,7,21,31,6,0,0,[],0,0,0,0,0,1,['AIR_DRAGON'],1,0
4213984373,0,15639,1994,36,7.2,272,60,0,2,4,3,26,9,0,0,[],0,0,0,0,0,0,[],0,0,1,16267,3452,35,7.0,258,55,0,4,2,7,20,4,0,0,[],0,0,0,0,0,1,['AIR_DRAGON'],1,0
4213982404,0,16476,2506,36,7.2,236,52,0,6,4,6,22,2,0,0,[],0,0,0,0,0,1,['EARTH_DRAGON'],1,0,1,15124,2249,35,7.0,214,52,0,4,6,6,13,9,0,0,[],0,0,0,0,0,0,[],0,0
4213253109,1,18093,1623,35,7.0,260,48,0,7,6,4,20,6,0,0,[],0,0,0,0,0,0,[],0,1,0,16102,2802,35,7.0,194,64,0,6,7,8,38,5,0,0,[],0,0,0,0,0,1,['EARTH_DRAGON'],1,0
4213224173,0,14811,3036,34,6.8,255,40,0,2,3,2,16,3,0,0,[],0,0,0,0,0,1,['AIR_DRAGON'],1,0,1,16198,4413,36,7.2,250,63,0,3,2,4,13,4,0,0,[],0,0,0,0,0,0,[],0,0
4213085961,1,15970,3910,35,7.0,218,50,0,5,7,7,21,5,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,0,0,16406,4481,34,6.8,217,41,0,7,5,12,20,8,0,0,[],0,0,0,0,0,0,[],0,0
4213130320,1,20085,3685,37,7.4,212,37,0,16,5,13,21,5,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,0,0,14811,1951,32,6.4,181,36,0,5,16,3,60,1,0,0,[],0,0,0,0,0,0,[],0,0
4213033487,0,14965,1290,34,6.8,213,57,0,4,10,5,17,2,0,0,[],0,0,0,0,0,0,[],0,0,1,17939,1524,36,7.2,227,52,0,10,4,12,15,4,0,0,[],0,0,0,0,0,0,[],0,0
4212847915,1,18069,4404,36,7.2,241,74,0,8,2,7,18,2,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,0,0,14280,2330,34,6.8,208,50,0,2,8,1,59,2,0,0,[],0,0,0,0,0,0,[],0,0
4211778411,0,16192,1747,32,6.4,197,49,0,6,9,9,37,4,0,0,[],0,0,0,0,0,0,[],0,1,1,17647,2912,34,6.8,213,57,0,9,6,11,40,4,0,0,[],0,0,0,0,0,1,['AIR_DRAGON'],1,0
4211836538,0,15400,2000,34,6.8,225,57,0,4,5,4,17,3,0,0,[],0,0,0,0,0,0,[],0,0,1,16847,5897,35,7.0,259,51,0,5,4,9,19,6,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,0
4211776213,0,9766,5006,20,4.0,71,9,0,1,9,1,7,0,0,0,[],0,0,0,0,0,0,[],0,0,1,20902,6152,33,6.6,211,65,0,9,1,9,11,0,1,1,['MID_LANE'],6,5,0,1,1,0,[],0,1
4211815088,1,21851,1721,37,7.4,185,56,0,20,9,22,17,3,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,1,0,17543,2043,34,6.8,174,52,0,9,20,11,19,1,0,0,[],0,0,0,0,0,0,[],0,0
4211764467,0,14868,1878,31,6.2,231,32,0,3,10,3,17,5,0,0,[],0,0,0,0,0,0,[],0,0,1,19878,3938,36,7.2,237,68,0,10,3,15,19,8,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,0
4211833043,1,20546,3506,35,7.0,200,56,0,14,9,13,25,3,1,0,['TOP_LANE'],1,0,1,0,0,0,[],0,1,0,17149,1974,33,6.6,208,64,0,9,14,11,13,4,0,0,[],0,0,0,0,0,1,['EARTH_DRAGON'],1,0
4190946022,0,17709,1464,34,6.8,221,43,0,10,5,12,15,2,0,0,[],0,0,0,0,0,0,[],0,0,1,15643,4848,34,6.8,210,56,0,5,10,4,23,3,0,0,[],0,0,0,0,0,1,['EARTH_DRAGON'],1,0
4188635982,1,16885,3460,35,7.0,191,64,0,7,5,10,16,2,0,0,[],0,0,0,0,0,0,[],0,0,0,16079,3699,35,7.0,226,56,0,5,7,8,18,6,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,0
4188535652,1,15650,4215,35,7.0,219,77,0,3,1,3,29,1,0,0,[],0,0,0,0,0,0,[],0,1,0,14596,1326,35,7.0,237,58,0,1,3,1,15,7,0,0,[],0,0,0,0,0,1,['EARTH_DRAGON'],1,0
4188378603,1,18356,1511,33,6.6,207,34,0,10,9,13,13,2,1,0,['BOT_LANE'],1,0,0,1,0,0,[],0,0,0,17659,4244,34,6.8,202,50,0,9,10,12,18,3,0,0,[],0,0,0,0,0,0,[],0,0
4188209189,1,19772,4032,36,7.2,203,63,0,13,4,13,16,2,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,1,0,15310,1820,31,6.2,239,30,0,4,13,1,16,1,0,0,[],0,0,0,0,0,0,[],0,0
4188059343,1,17270,4295,36,7.2,211,46,0,10,9,12,41,5,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,0,0,17599,1949,34,6.8,219,48,0,9,10,10,48,6,0,0,[],0,0,0,0,0,0,[],0,0
4187819183,0,15606,2901,31,6.2,187,51,0,6,16,11,24,5,0,0,[],0,0,0,0,0,0,[],0,0,1,19475,4435,32,6.4,194,31,0,16,6,26,19,6,0,0,[],0,0,0,0,0,1,['AIR_DRAGON'],1,0
4186500625,1,17800,2625,35,7.0,257,45,0,6,5,10,48,7,0,0,[],0,0,0,0,0,0,[],0,0,0,15808,2333,35,7.0,211,60,0,5,6,7,15,6,0,0,[],0,0,0,0,0,1,['EARTH_DRAGON'],1,0
4186408684,1,16234,1984,34,6.8,225,52,0,5,13,6,19,6,0,0,[],0,0,0,0,0,0,[],0,0,0,19277,2054,36,7.2,219,55,0,13,5,27,45,7,0,0,[],0,0,0,0,0,1,['AIR_DRAGON'],1,0
4186425235,0,16736,2871,35,7.0,228,64,0,6,8,7,27,5,0,0,[],0,0,0,0,0,0,[],0,1,1,17251,2666,35,7.0,213,64,0,8,6,9,18,4,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,0
4153050133,1,45580,3545,48,9.6,252,49,0,43,23,33,40,1,1,0,['BOT_LANE'],1,0,0,1,0,1,['WATER_DRAGON'],1,0,0,36760,2880,42,8.4,155,4,0,23,43,21,20,1,0,0,[],0,0,0,0,0,0,[],0,0
4250726257,0,16156,1831,35,7.0,202,67,0,6,7,6,10,3,0,0,[],0,0,0,0,0,0,[],0,0,1,16746,4121,35,7.0,210,52,0,7,6,5,14,1,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,1
4250606686,1,17405,4635,36,7.2,187,59,0,10,4,12,17,1,0,0,[],0,0,0,0,0,0,[],0,1,0,14461,2086,32,6.4,164,48,0,4,10,5,11,4,0,0,[],0,0,0,0,0,0,[],0,0
4247385884,0,16337,1842,33,6.6,215,44,0,5,7,5,17,4,0,0,[],0,0,0,0,0,0,[],0,1,1,18421,2761,36,7.2,239,60,0,7,5,10,18,4,1,0,['TOP_LANE'],1,0,1,0,0,1,['EARTH_DRAGON'],1,0
4246088351,0,32367,2965,54,10.8,82,0,0,22,21,60,0,2,0,0,[],0,0,0,0,0,0,[],0,0,1,34052,4002,55,11.0,104,0,0,21,22,48,19,0,1,1,['MID_LANE'],2,2,0,0,1,0,[],0,0
4246100379,1,35420,5352,57,11.4,103,0,0,26,24,66,0,1,0,0,[],1,1,0,0,0,0,[],0,0,0,33559,2009,55,11.0,102,0,0,24,26,53,29,0,1,0,['MID_LANE'],1,1,0,0,0,0,[],0,0
4246005653,0,30563,2638,52,10.4,105,0,0,13,24,28,0,0,0,0,[],0,0,0,0,0,0,[],0,0,1,33651,5581,55,11.0,110,0,0,24,13,75,0,0,1,0,['MID_LANE'],1,1,0,0,0,0,[],0,0
4245941788,0,34602,6967,57,11.4,109,0,0,27,20,57,0,0,0,0,[],1,1,0,0,0,0,[],0,0,1,32606,1096,55,11.0,102,0,0,20,27,36,0,0,1,0,['MID_LANE'],1,1,0,0,0,0,[],0,0
4245926437,1,34172,5987,56,11.2,122,0,0,28,20,77,1,0,0,0,[],0,0,0,0,0,0,[],0,0,0,32618,3153,55,11.0,121,0,0,20,28,49,0,0,0,0,[],0,0,0,0,0,0,[],0,0
4245902773,0,33865,1717,56,11.2,117,0,0,27,26,49,0,0,1,0,['MID_LANE'],1,1,0,0,0,0,[],0,0,1,34702,5742,56,11.2,115,0,0,26,27,64,32,0,0,0,[],1,1,0,0,0,0,[],0,0
4245759208,1,33874,5334,55,11.0,129,0,0,22,11,57,34,5,1,0,['MID_LANE'],1,1,0,0,0,0,[],0,0,0,29970,5345,51,10.2,90,0,0,11,22,24,28,1,0,0,[],0,0,0,0,0,0,[],0,0
4244479310,1,32159,13209,54,10.8,109,0,0,18,11,47,0,0,1,0,['MID_LANE'],1,1,0,0,0,0,[],0,0,0,29103,4425,50,10.0,109,0,0,11,18,17,2,0,0,0,[],0,0,0,0,0,0,[],0,0
4244487333,1,32995,6175,55,11.0,102,0,0,20,20,53,0,0,1,0,['MID_LANE'],1,1,0,0,0,0,[],0,0,0,31622,3054,54,10.8,107,0,0,20,20,45,0,0,0,0,[],0,0,0,0,0,0,[],0,0
4244514311,0,30918,5878,55,11.0,110,0,0,18,12,41,28,0,0,0,[],0,0,0,0,0,0,[],0,0,1,31059,5099,52,10.4,118,0,0,12,18,25,28,0,1,0,['MID_LANE'],1,1,0,0,0,0,[],0,0
4244434315,0,31244,3324,52,10.4,105,0,0,16,23,48,0,0,0,0,[],0,0,0,0,0,0,[],0,0,1,34674,6324,55,11.0,128,0,0,23,16,63,3,0,1,1,['MID_LANE'],2,2,0,0,1,0,[],0,0
4241818148,1,16586,2841,33,6.6,239,51,0,5,10,2,16,4,0,0,[],0,0,0,0,0,0,[],0,1,0,17040,3035,34,6.8,195,31,0,10,5,15,17,5,0,0,[],0,0,0,0,0,0,[],0,0
4235441528,1,33961,3016,55,11.0,120,0,0,24,25,55,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,34096,4711,55,11.0,113,0,0,25,24,60,21,0,1,0,['MID_LANE'],2,2,0,0,0,0,[],0,0
4233124443,1,16213,2618,35,7.0,258,55,0,4,5,3,16,7,0,0,[],0,0,0,0,0,1,['AIR_DRAGON'],1,0,0,16065,2605,36,7.2,228,57,0,5,4,8,19,3,0,0,[],0,0,0,0,0,0,[],0,1
4225307843,0,33155,7237,55,11.0,116,0,0,21,15,62,34,0,1,0,['MID_LANE'],1,1,0,0,0,0,[],0,0,1,31155,5046,52,10.4,115,0,0,15,21,38,0,0,0,0,[],0,0,0,0,0,0,[],0,0
4225092854,1,18196,2511,37,7.4,240,69,0,9,8,14,20,6,0,0,[],0,0,0,0,0,0,[],0,0,0,17407,1652,35,7.0,212,66,0,8,9,10,64,5,0,0,[],0,0,0,0,0,1,['EARTH_DRAGON'],1,0
4221117274,0,33528,1328,55,11.0,101,0,0,24,27,56,0,0,1,0,['MID_LANE'],1,1,0,0,0,0,[],0,0,1,35803,5818,58,11.6,111,0,0,27,24,72,0,0,0,0,[],2,2,0,0,0,0,[],0,0
4218599917,1,33014,7431,54,10.8,110,0,0,19,14,46,15,0,1,0,['MID_LANE'],2,2,0,0,0,0,[],0,0,0,30591,3241,52,10.4,99,0,0,14,19,34,0,0,0,0,[],0,0,0,0,0,0,[],0,0
4218579714,1,34385,6235,55,11.0,105,0,0,23,23,66,0,0,0,0,[],1,1,0,0,0,0,[],0,0,0,33376,5126,54,10.8,104,0,0,23,23,63,0,0,1,0,['MID_LANE'],2,2,0,0,0,0,[],0,0
4218471748,0,32103,5103,55,11.0,107,0,0,20,20,55,0,0,0,0,[],0,0,0,0,0,0,[],0,0,1,32501,4183,55,11.0,106,0,0,20,20,51,0,0,0,0,[],0,0,0,0,0,0,[],0,0
4216168933,1,31006,2486,53,10.6,107,0,0,14,24,31,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,33393,4158,55,11.0,117,0,0,24,14,52,0,0,1,0,['MID_LANE'],1,1,0,0,0,0,[],0,0
4216127583,0,32051,5151,54,10.8,98,0,0,20,23,46,28,0,0,0,[],0,0,0,0,0,0,[],0,0,1,33172,3852,54,10.8,113,0,0,23,20,59,28,0,1,0,['MID_LANE'],1,1,0,0,0,0,[],0,0
4213977471,1,31006,6186,51,10.2,120,0,0,13,16,39,0,0,0,0,[],1,1,0,0,0,0,[],0,0,0,31692,7882,52,10.4,110,0,0,16,13,39,0,0,1,0,['MID_LANE'],1,1,0,0,0,0,[],0,0
4213986329,1,30650,7375,51,10.2,113,0,0,16,12,53,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,30148,7888,51,10.2,112,0,0,12,16,39,0,0,0,0,[],0,0,0,0,0,0,[],0,0
4214040841,1,31472,3301,53,10.6,90,0,0,16,24,50,15,0,0,0,[],0,0,0,0,0,0,[],0,0,0,34628,3028,55,11.0,116,0,0,24,16,72,4,0,1,0,['MID_LANE'],2,2,0,0,0,0,[],0,0
4213859245,0,33130,3527,54,10.8,107,0,0,19,21,52,0,0,0,0,[],1,1,0,0,0,0,[],0,0,1,32789,1334,53,10.6,119,0,0,21,19,55,16,0,1,0,['MID_LANE'],1,1,0,0,0,0,[],0,0
4213838002,0,34599,3741,55,11.0,96,0,0,24,31,43,0,0,0,0,[],0,0,0,0,0,0,[],0,0,1,37113,10843,58,11.6,115,0,0,31,24,71,0,0,1,1,['MID_LANE'],3,3,0,0,1,0,[],0,0
4213806281,1,34559,3219,56,11.2,99,0,0,24,27,59,0,0,0,1,[],2,2,0,0,1,0,[],0,0,0,34563,2713,55,11.0,123,0,0,27,24,90,0,0,1,0,['MID_LANE'],1,1,0,0,0,0,[],0,0
4211404670,1,35508,2968,57,11.4,113,0,0,25,21,54,1,0,1,0,['MID_LANE'],2,2,0,0,0,0,[],0,0,0,33358,5293,56,11.2,119,0,0,21,25,42,9,1,0,0,[],1,1,0,0,0,0,[],0,0
4205948878,1,19519,4494,36,7.2,199,37,0,13,7,17,15,6,0,0,[],0,0,0,0,0,0,[],0,1,0,15817,2272,35,7.0,174,36,0,7,13,6,12,1,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,0
4205069610,0,34772,3382,56,11.2,121,0,0,29,18,78,84,0,0,0,[],0,0,0,0,0,0,[],0,0,1,33088,3398,53,10.6,100,0,0,18,29,44,79,0,1,0,['MID_LANE'],2,2,0,0,0,0,[],0,0
4205019620,1,35537,3827,58,11.6,110,0,0,30,25,69,0,0,1,0,['MID_LANE'],2,2,0,0,0,0,[],0,0,0,35552,7132,57,11.4,87,0,0,25,30,62,0,0,0,0,[],0,0,0,0,0,0,[],0,0
4205028432,1,31634,2684,53,10.6,114,0,0,14,21,40,0,0,1,0,['MID_LANE'],1,1,0,0,0,0,[],0,0,0,32830,5552,54,10.8,105,0,0,21,14,51,56,0,0,0,[],1,1,0,0,0,0,[],0,0
4205047498,1,32977,5509,54,10.8,120,0,0,24,20,71,0,0,0,0,[],0,0,0,0,0,0,[],0,0,0,32917,6917,54,10.8,115,0,0,20,24,43,0,0,1,0,['MID_LANE'],1,1,0,0,0,0,[],0,0
4205046482,1,32625,4293,56,11.2,105,0,0,19,30,53,81,0,0,0,[],0,0,0,0,0,0,[],0,0,0,36609,3084,59,11.8,119,0,0,30,19,83,0,0,1,1,['MID_LANE'],2,2,0,0,1,0,[],0,0
4205024843,1,31844,2844,54,10.8,118,0,0,16,12,45,2,0,1,0,['MID_LANE'],1,1,0,0,0,0,[],0,0,0,30361,3931,52,10.4,109,0,0,12,16,36,19,0,0,0,[],0,0,0,0,0,0,[],0,0
4205083273,1,33897,4622,56,11.2,111,0,0,24,23,61,0,0,1,0,['MID_LANE'],1,1,0,0,0,0,[],0,0,0,33240,2890,55,11.0,118,0,0,23,24,47,0,0,0,0,[],0,0,0,0,0,0,[],0,0
4205042259,1,32679,3599,54,10.8,97,0,0,20,23,62,3,0,1,0,['MID_LANE'],1,1,0,0,0,0,[],0,0,0,32976,6026,56,11.2,109,0,0,23,20,66,0,0,0,0,[],0,0,0,0,0,0,[],0,0
4204879756,0,30221,4971,52,10.4,97,0,0,14,16,31,17,0,0,0,[],0,0,0,0,0,0,[],0,0,1,31511,5026,54,10.8,123,0,0,16,14,50,0,5,0,0,[],0,0,0,0,0,0,[],0,0
4204648757,1,15475,4925,35,7.0,225,48,0,2,2,1,25,7,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,1,0,14300,4325,35,7.0,234,39,0,2,2,1,19,4,0,0,[],0,0,0,0,0,0,[],0,0
4204713965,0,14886,964,35,7.0,203,44,0,3,11,2,13,1,0,0,[],0,0,0,0,0,0,[],0,0,1,18911,4911,38,7.6,224,53,0,11,3,10,21,3,0,0,[],0,0,0,0,0,0,[],0,0
4204214555,0,14683,3708,34,6.8,250,48,0,1,4,1,20,3,0,0,[],0,0,0,0,0,0,[],0,0,1,16818,5203,36,7.2,248,72,0,4,1,7,16,3,0,0,[],0,0,0,0,0,1,['AIR_DRAGON'],1,1
